x1,x2,true_cluster
-1.1913034972026486,0.6565536086338297,0
-0.5443827245251827,0.11092258970986608,0
5.120295631711899,9.51443883405875,2
9.018491348952049,0.46210347426327075,1
0.058208718445999896,-1.142970297830623,0
-0.39210815313215763,-1.4635149481321186,0
5.71161487808889,7.8753579081621305,2
-0.6017066122293969,1.8522781845089378,0
-0.8084936028931876,-0.5017570435845365,0
9.160278157819224,-0.5993926454440222,1
1.030999522495951,0.9312801191161986,0
-0.600638689918805,-0.2916937497932768,0
5.829405581183489,6.788864690992115,2
5.338496407494414,8.584712086099199,2
5.332314011979592,8.251513463443446,2
0.7910319470430469,-0.9093874547947389,0
1.8657745111447566,0.4738329209117875,0
0.01300189187790702,1.4535340771573169,0
-0.6800247215784908,0.23225369716100355,0
11.083051243175277,1.053802052034903,1
5.099332305429225,9.751387123371789,2
2.961875464822146,7.991913689082596,2
-0.23415337472333597,-0.23413695694918055,0
4.337376241054153,9.57059866859316,2
12.153182457511557,-0.7673475628880495,1
9.207479261567299,-0.11473644146689901,1
6.644967713501284,8.750963960443622,2
9.410635243055788,0.8496020970210246,1
3.2966175606448456,8.94445230110338,2
9.240867338446302,0.15039378647620763,1
-0.3427145165267695,-0.8022772692216189,0
10.519346514241173,1.5327389130025777,1
4.014273953664456,9.504046515517844,2
4.992027358683383,10.479944138890026,2
4.300274492007414,9.213979910734222,2
1.1428228145150205,0.7519330326867741,0
10.954001763493203,0.651391251305798,1
10.097676098548831,-0.7730097838554665,1
8.993982618500297,-1.2141886127877322,1
0.00511345664246089,-0.23458713337514692,0
10.950423838186051,-0.5769036556624031,1
9.98098379209731,-1.0025293646378088,1
6.5231240772696575,9.538910043684659,2
0.812525822394198,1.356240028570823,0
5.0865897874729,8.84432276460792,2
4.139586634716047,8.615444455770175,2
3.816741487334225,6.9607678222399,2
9.174502803207488,-0.32138584165299344,1
4.512393775927507,8.567441812180379,2
4.937320902726828,9.955142320501238,2
-1.9187712152990415,-0.026513875449216878,0
0.08704706823817122,-0.29900735046586746,0
3.1292080789741443,8.648486515958691,2
9.101585328651643,0.4919191715065057,1
9.227174785462427,-0.23681860674000887,1
9.979098406035853,0.117327383308782,1
5.018418379189551,10.676437312275283,2
0.7384665799954104,0.1713682811899705,0
10.681952971294963,-0.31026675659345604,1
5.371145873371309,8.396014813284179,2
-0.9194242342338032,1.5499344050175394,0
10.06980208499002,-0.3853135968617602,1
0.9633761292443218,0.4127809269364983,0
10.324166352488442,-0.13014305436768459,1
3.3935536797424275,9.203463635867223,2
8.551915658502676,-1.4074637743765552,1
3.3305947188786282,9.543360192379936,2
-0.9905363251306883,-0.5662977296027719,0
4.469742381627559,8.207127167737656,2
3.932379570617406,8.857620514978706,2
10.504987278980456,0.8657551941701215,1
9.171004989077927,-0.5601810401969696,1
-0.5297602037670388,0.5132674331133561,0
10.310907565598004,1.475356216949552,1
3.962753845673544,8.809661321916392,2
2.9325578999601234,8.910879960487211,2
0.06752820468792384,-1.4247481862134568,0
5.57707212718054,8.796954613957007,2
-0.46341769281246226,-0.46572975357025687,0
-0.47917423784528995,-0.18565897666381712,0
10.624119817052154,0.6283455092642799,1
-0.6769220003059587,0.6116762888408679,0
0.25049285034587654,0.3464482094969757,0
4.751035851520927,9.971570950954355,2
5.478979825746392,9.333662105286948,2
6.687141635072565,9.88163975694945,2
-0.07201012158033385,1.0035328978920242,0
5.2704568257798385,8.949761890550864,2
-0.21967188783751193,0.3571125715117464,0
1.477894044741516,-0.5182702182736474,0
12.133033374656266,-1.9520877995225019,1
10.34175597577716,1.8761708392158862,1
0.8135172173696698,-1.2308643164339552,0
4.3493574308781735,8.512874616235305,2
11.441273289066116,-1.4358621511794394,1
4.730593165555442,9.717542255795962,2
10.199059695573471,-0.6002168771587947,1
-0.19236096478112252,0.30154734233361247,0
0.324083969394795,-0.38508228041631654,0
1.5792128155073915,0.7674347291529088,0
-0.11564828238824053,-0.3011036955892888,0
0.25988279424842353,0.7818228717773104,0
10.024510174258943,0.49799829124544975,1
3.4848089378014477,10.366874267444524,2
-1.5506634310661327,0.06856297480602733,0
0.0917607765355023,-1.9875689146008928,0
8.739116045664955,0.9178619470547761,1
-1.1509935774223028,0.37569801834567196,0
5.366598246096848,8.060120213672645,2
5.500917187624381,8.022444755201448,2
10.547097381170039,-0.20219265243389406,1
10.244966571108723,-0.5069431753711298,1
12.189802933217672,-0.8082982853551515,1
-0.03471176970524331,-1.168678037619532,0
5.614166700043425,9.757507710047305,2
10.280991867735032,-0.6226995198205938,1
5.384065448939308,8.967305251905907,2
-0.4606387709597875,1.0571222262189157,0
4.872082408519233,8.044459559399574,2
6.058424486849588,7.2412605135768855,2
9.269633368282863,0.21645858958197486,1
-0.883857436201133,0.1537251059455279,0
0.9154021177020741,0.32875110965968446,0
-0.16128571166600914,0.4040508568145384,0
0.173180925851182,0.3853173797288368,0
-1.0128311203344238,0.3142473325952739,0
0.47323762457354485,-0.07282891265687277,0
3.6014324261808586,9.56296923669057,2
-0.03582603910995154,1.5646436558140062,0
-0.4694743859349521,0.5425600435859647,0
-1.3281860488984305,0.19686123586912352,0
7.974857413342393,0.18645431476942764,1
5.926177547531641,10.90941664047013,2
5.235614558108566,9.770865193886968,2
4.555706739923888,9.377300493044853,2
10.690143991711112,-0.40122047188583626,1
0.6476885381006925,1.5230298564080254,0
1.158595579007404,-0.8206823183517105,0
3.405572341205633,8.400624977046228,2
0.36139560550841393,1.5380365664659692,0
11.765454240281096,0.40498171096095553,1
10.686260190374513,-1.6127158711896517,1
-0.2453881160028705,-0.7537361643574896,0
9.791877749642724,-0.4930009346588328,1
-1.236950710878082,-1.3204566130842763,0
0.24196227156603412,-1.913280244657798,0
5.830335816544245,8.143916174091133,2
11.586016816145353,-1.237815498826849,1
8.679766792979358,1.8314587658543537,1
0.09707754934804039,0.9686449905328892,0
9.338213535231612,0.852433334796224,1
10.412931454275624,-0.5637245528039747,1
7.876104275690193,-0.525755021680761,1
4.88767195030917,8.779030400466777,2
-0.4465149520670211,0.8563987943234723,0
0.36163602504763415,-0.6451197546051243,0
10.075804558193726,-0.6771617115121117,1
2.5283554998727107,8.203104744529524,2
0.21409374413020396,-1.245738778711988,0
5.529804177915283,10.4415686206579,2
11.158110873500068,0.7916626939629359,1
1.8861859012105302,0.17457781283183896,0
-1.6074832345612275,0.1846338585323042,0
-1.0623037137261049,0.4735924306351816,0
0.06023020994102644,2.463242112485286,0
0.09965136508764122,-0.5034756541161992,0
5.576556963055767,9.311250154543536,2
-0.2234627853258509,0.714000494092092,0
4.124381746615243,7.6172002690356635,2
4.540639100459756,8.150155630535208,2
4.4694988523894725,8.42418175935532,2
-0.0771017094141042,0.3411519748166439,0
9.525054688839043,-0.6533292325737119,1
5.077368307647618,8.138715798671736,2
5.638592458777374,7.33847993773104,2
