x1,x2,label
0.37800361439062763,0.2032282981602135,1
-0.36882201858443076,0.31637280930339096,1
0.469901234542188,0.9045442867461112,0
0.5943524112776442,0.06513400432321562,1
-0.9866362094548601,0.1695215128212299,0
-0.7170085006179171,0.43835951420071007,0
-0.34907739427422385,-0.4133974469654744,1
-0.995858988960512,0.10803081281846348,0
-0.25363415225444164,0.41005819152944634,1
-0.6960944469210619,-0.6457977697238269,0
0.9283581778954653,0.25852945549147044,0
0.1795382389846077,-0.19891568542834503,1
-0.266141505621612,1.1746496919432166,0
-0.7557813065431436,0.793410285998833,0
-0.569765424296816,-0.9258550191542076,0
0.31859912535085366,1.0285728244997316,0
-0.3948557726314558,0.07746139498340401,1
0.2860311358768838,-0.29412578657222815,1
0.2531188811529264,0.4477797866027181,1
0.5943071988277648,-0.16290824115771504,1
-0.693334232854697,0.6761300384615667,0
1.008250102427592,0.5071305008355798,0
0.5070427262510568,0.05534968518436331,1
-0.2531097440219045,0.32847352935228674,1
1.0446289348001918,0.11362423171192629,0
0.4965942912941232,0.04966390277820436,1
-0.971724535197688,-0.5125877141055214,0
0.2636942899992372,0.19145982138271292,1
-0.15462609084476295,0.37539688006472155,1
-0.8690935659500401,-0.2544556697840513,0
0.5999520209314723,-0.16851554279185854,1
0.8520936768239125,-0.30060837416164965,0
0.042695944463194246,0.41938783229210114,1
-0.1651996902311623,0.9575275881659454,0
0.2321141944225278,0.32935956115247733,1
-0.871232284158337,-0.4322936849135439,0
-0.7499240747016915,-0.5845947781207319,0
0.04917158171506572,-0.38306637980523667,1
0.21191360889955224,-1.0233555094245639,0
-0.17462354150235376,-0.9373958318580892,0
0.21877974655366011,-0.21663055969972772,1
-0.04199731149276267,1.0734748064739843,0
-0.7916544143752271,0.5503463755233529,0
0.6745094670883985,1.032505293795308,0
-0.9988278203617148,0.4515532853303044,0
0.4191517554491664,-0.25357458249991677,1
-0.08281100910242017,-0.7955546286281708,0
0.7417545800707643,-0.5635114326226396,0
0.7907039869560687,0.5569503212411402,0
0.5172465914429702,-0.7231793042052056,0
0.306699891152195,1.0325729908262304,0
-0.3465624968708945,-0.2675351305637916,1
-0.19149782228984857,-0.30005118663561287,1
-0.6383294796716593,0.6733384459330912,0
0.1498808051064553,-0.32013498091522957,1
0.4448071665633214,0.9646292941164195,0
0.30581310280664253,0.3434344690518412,1
0.6560452241381526,-0.6878941954103623,0
0.7204356410361504,0.713577981517648,0
-0.17116913683502613,-1.0331804082903167,0
-0.8309027741454187,-0.6013512872712377,0
-0.5144626423626198,-0.10325627229281824,1
-0.12781565414887186,0.29526232072192704,1
-0.6114974708747043,0.6845881851934964,0
-0.9347507494643602,0.02219189441235738,0
0.6461004937799731,0.9404147767814692,0
-0.02571880214426823,-0.5911081910918913,1
-0.3258154314653149,0.3754226041019747,1
0.18559506468184056,0.029950996765807134,1
-0.8509865873419443,0.8100204022133735,0
-0.38086472638927926,-0.23598583106664767,1
-0.35620896850396166,-0.929335868505847,0
0.9405005881833508,0.10081635046003203,0
0.06671083190410013,1.1402713363202208,0
0.45509036035941053,-0.14470636244486917,1
-0.031156223699259175,0.42296678223258427,1
0.19886741862835083,0.2884336284587611,1
0.13202528107736017,-0.21327184520329773,1
0.6532780183702522,-0.7720549882155,0
-0.5559573735796602,0.07531151795220971,1
0.9460726218465519,0.08916035804019452,0
0.7797957045822664,0.3757656940762333,0
0.2976545434110984,0.0962217007045329,1
-0.01227887491575155,0.5148893241253549,1
-0.23001868122590974,0.343143878554908,1
-0.5203209673857633,0.9367131177000401,0
0.1682153985734643,0.40436922536690834,1
-0.41571642703574324,-0.015512637111876988,1
-0.8313453814739065,-0.31646849646419345,0
-0.8357033290943667,0.2715159315379657,0
0.15965404173691766,0.3983199194560995,1
-0.1700500330820447,-0.20979997523382266,1
-0.8123741676151435,-0.5164989887940582,0
0.5236719418588898,0.32460875795276656,1
0.744589476358153,-0.4521882137616534,0
-0.48113405055264397,-0.25652540903765364,1
0.21273826945685204,-0.4311744841615024,1
0.39737497695270896,-0.290293579985967,1
-0.1953848572532746,0.39657003983445027,1
-0.7588980067671109,0.7963893176164332,0
-0.013977120152704879,0.7019286631924753,1
-0.8113771584181293,-0.34800803347592557,0
0.9912689879271719,0.53427484537081,0
-0.45840709445369116,0.9565719056046065,0
0.09951540074456312,-0.9715268489953323,0
1.058252013566644,0.4233885155710916,0
0.8522000714965292,0.516703711354915,0
-0.6000709761441791,-0.7216242784876175,0
0.04407133801090783,-0.39097882425968533,1
0.1764558821075417,-0.42701772007153005,1
-0.5815504040398781,-0.6851132765201877,0
0.4590632883141835,-0.12010599031331111,1
-0.58817850955506,0.23250196994844322,1
0.44473098040887343,-0.3287596191765949,1
-0.3994934729100585,-0.16390382639784348,1
-0.074819474123648,0.8408710362969775,0
-0.6289757358038468,0.531611498841111,0
-0.3449303647876936,0.11308289922184603,1
-0.34474823107802993,-0.09392738345882923,1
-0.32540830380278196,0.2544439581913582,1
0.08157676274817732,-0.9255060759696939,0
-1.010617434243518,-0.17445982673846822,0
0.837156046188876,0.5013650248475381,0
0.1259439054439624,-0.20983920462059094,1
0.8075720229926199,0.6558330961863502,0
0.6696406483509336,-0.7889744797184051,0
-0.048388976770197684,-0.477138926514976,1
-0.04469676104105835,-0.39966973356125923,1
0.38643611533056127,-0.8565755002914052,0
0.08820835184421026,0.4480232992528576,1
-0.3434272237708807,-0.14553151297447786,1
-0.07956171582549815,-1.065722676000909,0
0.06616249459033761,0.46111040134224246,1
0.7901329666711636,-0.7397630547049818,0
-0.7798978751479222,-0.49697687218510017,0
0.8653104073461797,-0.3532904734244904,0
0.30517477650478597,0.3066927732235074,1
-0.1783035779692231,0.27184932879495405,1
0.2238969750376397,0.2617910040406562,1
-0.47414091896812155,-0.309234410743462,1
0.5600891733758456,0.7740613456476438,0
-0.08140542503424814,-1.0032824418430832,0
-0.3919761017420245,0.2902408987563716,1
0.30437785782311316,-0.7890746999724495,0
0.8398070774264426,-0.2389197833150285,0
-0.37173827861033565,0.30076389713554325,1
-0.2801138503771931,0.7964942821056041,0
-0.8912229530577456,-0.35816305906869494,0
0.43336660384396075,-1.1188015659694233,0
0.2584649712334828,-0.39846917552924566,1
