vibration_rms,exhaust_temp_deviation,label
3.9105729133636586,44.5892988219026,1
3.7125500599593955,43.444207832873566,1
2.9726587421042403,44.79203869540507,1
1.1999622454850907,12.484731799520777,0
4.458287417177414,43.97612671423764,1
4.594198694087797,51.749678478840046,1
3.7153855624415693,43.363769817356854,1
0.9775107448364706,9.564382654248767,0
1.461306872581582,12.485758318139826,0
3.9334146237444685,46.272427820024774,1
3.3489187366492867,47.14631109131006,1
1.0341193577630337,10.20507101226729,0
2.9503151226173614,43.15506060221067,1
1.1808169631390424,11.882189609986815,0
4.235753991376325,44.56066369786159,1
4.169851411539986,46.248123481973934,1
3.6739669364359524,44.123711140088844,1
2.7434968557205854,42.94722706797094,1
1.0878773700604039,10.837940362248638,0
3.862762725152104,50.2323369267447,1
1.5126032197090042,10.366508235054754,0
1.8376232940105024,17.116739855430453,0
2.695081731252241,38.10998057042527,1
3.987019914825292,49.720751405657786,1
1.0787907551969758,7.516878275034258,0
1.3323409096911756,6.616682508421048,0
3.119405869895677,45.18041284894687,1
3.588266394085495,40.76451654483036,1
3.3763812069287202,47.86949274177637,1
2.961386019495997,48.69013754939793,1
1.5674664023201323,11.739996613778404,0
3.2067606243547377,40.94225249337798,1
1.047783536995415,9.014580641992607,0
1.2334891504282979,11.920122024701021,0
3.7062608761984515,41.39343644188903,1
1.0138270314058082,6.996096910227148,0
0.9370723286896834,11.32403277192331,0
1.2926419645458123,13.693491469786803,0
1.1672539672834852,8.802891160244265,0
1.1445924309406879,8.269010564218114,0
0.8166898001231131,10.52071179868654,0
1.0164844997021647,5.264254233098468,0
3.05865986220463,45.91153954907502,1
1.2382796921442354,7.104754432125356,0
1.7572093347808966,9.844347419199478,0
0.8508770583791597,14.141219886051768,0
3.052395465972685,48.835357125675735,1
3.4969098391305367,46.153898603635504,1
0.8607970215078958,10.501591524431316,0
2.4184516168077215,39.50238604155435,1
3.6868671588985094,44.47001833897057,1
1.1620965374955972,9.173822084537454,0
4.79676427703317,45.01092523748496,1
0.8701829885427836,9.553382429862209,0
3.2507997953950865,40.56404874279208,1
2.9625528672566794,42.39409050230382,1
0.8976992433057147,6.870590546761846,0
1.6925450136867393,11.209637363500756,0
3.0564176286378313,39.45638786214944,1
1.4044862087664785,10.816491535476514,0
3.2381213232465704,41.13121907256294,1
1.1531034612712863,14.530992002513683,0
1.5570753867632385,10.184510569855702,0
4.163661199134761,45.03393608286661,1
3.7775137224464888,42.94984927042694,1
1.0641452879694362,5.2407958296037025,0
1.271133277742688,10.329600252171472,0
3.4599571165149214,45.344965537787246,1
0.7328138832896169,8.32238001229081,0
3.945435726012045,47.964443465163754,1
1.631876926656467,11.519347593386506,0
0.9193737117928117,14.89146597852651,0
3.0932943375132034,46.09094894964636,1
3.774598275436719,46.52071818711712,1
0.7635213974538007,9.624238842895528,0
3.895600237954664,48.11518772202809,1
0.9299367507294243,12.373409201847824,0
1.1843264959386008,9.557042681790351,0
1.1412093498383684,11.79692175277683,0
4.16227970094992,49.623380143999086,1
3.4202385965943325,39.55458129607976,1
4.381825455826661,47.01101726522509,1
1.3906468103768135,7.666715564152448,0
0.8821149388606123,18.21910969882064,0
0.8169509684693613,8.59014683631733,0
1.0939934552256274,7.587238201209184,0
1.1102049895910162,3.9268760104558877,0
1.0543108847913745,7.701485876034431,0
1.1100233894616134,16.05830473346435,0
0.9817072746529535,9.478491008001601,0
2.8029903240027125,45.96304198838425,1
1.4049263452993326,10.25492605607062,0
1.4702260343029745,10.885076144320728,0
3.724212788142241,48.85943014883969,1
1.420550046306706,10.401461019755166,0
0.9339055878799061,8.552785174013808,0
3.400912943111519,42.009913166431645,1
1.2514888370216544,9.329733755829423,0
3.851594213147904,47.44578239603663,1
0.8530321694424035,5.841961901134357,0
3.1096321251941106,48.73179450242069,1
2.1557096283555652,15.64178406465507,0
1.3879959248835447,10.459163707619316,0
3.0676695323957577,42.42762934853384,1
3.0195927069113533,43.75078876552601,1
3.6702187049153543,44.54424514771158,1
0.6577929907490597,11.361536235502667,0
0.9327054626390034,9.679386760977314,0
3.0011270521888593,48.46798643220542,1
1.6545488967088895,8.91326266924946,0
1.5281762304260171,11.331688454296703,0
3.32050109706456,49.86485601449058,1
0.8049063525908325,8.715561650971745,0
3.278499184502904,38.657253523843096,1
3.7149406761397343,48.757984756635544,1
1.5863625123804304,10.890256050944293,0
0.4159935441820455,14.167135346095474,0
4.517971107988786,47.46625641429966,1
3.5896937565843205,47.43104966679711,1
3.854070155228632,42.64724152153969,1
1.2828345465398163,11.228260278483718,0
2.5178206162434025,50.60747418910558,1
3.927422045461756,45.697222060942195,1
2.8937444920887825,45.11872788729104,1
1.3042776826522067,13.368535184293712,0
3.7884166392554635,53.38271003174394,1
1.242406134956531,8.791230541092277,0
1.3012442397805695,8.957752441868843,0
3.459028686189417,36.99734209714164,1
3.1694034730988374,44.4497357886168,1
1.349983925358983,14.449347592369282,0
1.2736762414636684,10.255487654042636,0
3.635948430488917,42.67377833462256,1
0.9804213012199465,7.939147095900666,0
3.344157994379791,44.69960153762268,1
3.4178436602136966,45.858700487701654,1
3.753871004278092,49.07680629160648,1
3.8893428654226128,43.01873807686747,1
3.6418465096994446,45.81083958820534,1
0.7539500395891783,4.484242481070274,0
0.9873049046980273,5.861942301976863,0
1.221285581411871,10.745799871279603,0
3.647734522431498,48.70030208559051,1
1.1545429240362268,7.5200521602316,0
3.0847451110697057,45.32269280655743,1
3.028324711003791,41.64307659249403,1
1.4410309194623083,9.304696421705408,0
1.2686652940039906,13.014732839880015,0
1.4902065290712394,7.5491256304264756,0
1.3382128148333345,12.634116530139321,0
3.036819531052232,36.709386269611834,1
1.5107258258188876,9.071197100294158,0
3.3660054884749235,48.69837214986149,1
3.153856449520883,45.23348367857718,1
3.6647731675798685,44.75373620484361,1
3.718149443646669,44.00647777693927,1
2.7527504794481916,43.81882794829897,1
0.7583738026035096,8.900202482954976,0
3.6368147066495733,47.63220266897318,1
1.3291130619233036,8.147089863260794,0
4.3825775200768495,47.77638891352279,1
2.941045575652077,48.43302170212131,1
1.0811567720400626,8.78920988828136,0
0.8193620618120303,6.394079581214454,0
1.6670586833145151,9.21879326727285,0
1.0312523504506763,6.86017069416372,0
3.6099907071893154,46.89901017984313,1
3.7156396335354915,43.05961071846741,1
3.5843724226388995,37.06145344857164,1
1.4264715559939207,8.99085990371684,0
1.174176917738268,14.875620368819115,0
4.194797894557659,48.767517761588955,1
3.9578602775328764,43.92675213522307,1
1.07297851869773,8.973891679318914,0
1.2881175196830685,9.663869099978832,0
3.807110751002555,42.047363719327706,1
1.8591150770658826,9.720649545809033,0
1.0729890453006843,5.879180734370222,0
3.047310641796894,40.927647331181596,1
1.3600717229885877,12.622283502150742,0
3.592922027091393,44.3769724510775,1
0.8771101373743262,10.86394788529434,0
4.0570252211990345,43.12876735216762,1
3.413076564559385,44.122951169089305,1
1.6504139934406568,10.95199240909617,0
4.3395188249118375,48.10320238115006,1
3.305580567499319,39.59394862660018,1
3.708708658476472,45.247773385710595,1
1.086931002159726,11.820390983239808,0
1.3405050869954924,7.398403460439173,0
1.633061759366846,10.619528569273662,0
2.785324973536416,50.99022741192285,1
3.584118707848953,44.01414831900163,1
3.3826756115434895,46.80650415436492,1
3.4132704865821895,44.80402121723163,1
1.173096208082332,13.458176993995247,0
2.729248213814187,51.31617557473024,1
3.7720230921688613,39.573347819526276,1
0.9898730272351596,8.670862133077971,0
3.694285058626694,42.73168043706479,1
0.9303756159594118,9.954183673914839,0
0.8316490812177569,16.02499125048983,0
1.4632076144292228,12.01006681955533,0
2.794136968734383,38.10134844728987,1
3.9184235622155588,51.30379450891477,1
