fuel_flow_normalized,thrust_normalized,true_mode
0.4043482513986757,1.3282768043169149,0
0.7278086377374087,1.0554612948549331,0
9.060147815855949,1.7572194170293745,2
4.509245674476024,5.231051737131636,1
1.029104359223,0.42851485108468845,0
0.8039459234339212,0.2682425259339407,0
9.355807439044446,0.9376789540810654,2
0.6991466938853015,1.926139092254469,0
0.5957531985534061,0.7491214782077318,0
4.580139078909612,4.700303677277989,1
1.5154997612479755,1.4656400595580994,0
0.6996806550405975,0.8541531251033616,0
9.414702790591745,0.39443234549605743,2
9.169248203747207,1.2923560430495993,2
9.166157005989795,1.1257567317217232,2
1.3955159735215235,0.5453062726026305,0
1.9328872555723784,1.2369164604558938,0
1.0065009459389536,1.7267670385786584,0
0.6599876392107547,1.1161268485805018,0
5.541525621587638,5.526901026017452,1
9.049666152714613,1.8756935616858945,2
7.980937732411073,0.995956844541298,2
0.882923312638332,0.8829315215254098,0
8.668688120527076,1.7852993342965797,2
6.076591228755778,4.616326218555975,1
4.603739630783649,4.94263177926655,1
9.822483856750642,1.3754819802218108,2
4.705317621527894,5.4248010485105125,1
8.148308780322422,1.4722261505516907,2
4.620433669223151,5.075196893238104,1
0.8286427417366152,0.5988613653891905,0
5.259673257120586,5.766369456501289,1
8.507136976832228,1.752023257758922,2
8.996013679341692,2.239972069445013,2
8.650137246003707,1.606989955367111,2
1.5714114072575103,1.3759665163433872,0
5.477000881746601,5.325695625652899,1
5.048838049274416,4.613495108072267,1
4.496991309250149,4.392905693606134,1
1.0025567283212304,0.8827064333124266,0
5.4752119190930255,4.711548172168799,1
4.990491896048655,4.498735317681096,1
9.761562038634828,1.7694550218423293,2
1.406262911197099,1.6781200142854114,0
9.04329489373645,1.4221613823039603,2
8.569793317358023,1.3077222278850873,2
8.408370743667113,0.4803839111199497,2
4.587251401603744,4.839307079173503,1
8.756196887963753,1.2837209060901895,2
8.968660451363414,1.9775711602506192,2
0.040614392350479256,0.9867430622753915,0
1.0435235341190856,0.8504963247670663,0
8.064604039487072,1.3242432579793457,2
4.550792664325821,5.245959585753253,1
4.613587392731214,4.881590696629996,1
4.989549203017926,5.058663691654391,1
9.009209189594776,2.3382186561376415,2
1.3692332899977053,1.0856841405949853,0
5.340976485647482,4.844866621703272,1
9.185572936685654,1.1980074066420898,2
0.5402878828830984,1.7749672025087697,0
5.03490104249501,4.80734320156912,1
1.4816880646221608,1.2063904634682492,0
5.162083176244221,4.934928472816158,1
8.196776839871214,1.6017318179336115,2
4.275957829251338,4.296268112811722,1
8.165297359439315,1.7716800961899675,2
0.5047318374346559,0.716851135198614,0
8.734871190813779,1.1035635838688278,2
8.466189785308703,1.4288102574893533,2
5.252493639490228,5.432877597085061,1
4.5855024945389635,4.719909479901515,1
0.7351198981164806,1.256633716556678,0
5.155453782799002,5.737678108474776,1
8.481376922836771,1.404830660958196,2
7.966278949980062,1.4554399802436058,2
1.0337641023439619,0.2876259068932716,0
9.28853606359027,1.3984773069785037,2
0.7682911535937689,0.7671351232148715,0
0.760412881077355,0.9071705116680915,0
5.312059908526077,5.31417275463214,1
0.6615389998470207,1.3058381444204339,0
1.1252464251729384,1.173224104748488,0
8.875517925760462,1.9857854754771778,2
9.239489912873196,1.6668310526434742,2
9.843570817536282,1.9408198784747253,2
0.963994939209833,1.501766448946012,0
9.13522841288992,1.4748809452754315,2
0.890164056081244,1.1785562857558731,0
1.7389470223707582,0.7408648908631763,0
6.066516687328133,4.023956100238749,1
5.17087798788858,5.938085419607943,1
1.406758608684835,0.3845678417830224,0
8.674678715439086,1.2564373081176519,2
5.720636644533058,4.2820689244102805,1
8.865296582777722,1.858771127897981,2
5.0995298477867355,4.6998915614206025,1
0.9038195176094388,1.1507736711668062,0
1.1620419846973975,0.8074588597918417,0
1.7896064077536957,1.3837173645764544,0
0.9421758588058797,0.8494481522053556,0
